id,alt,utmx_norm, utmy_norm, longx_norm, longy_norm
62,205.56,209.58257993945153,-17.19032891752431,0.002960459818318384,-0.00013162270249722496
63,205.5744,210.40807993948692,-17.75482891750289,0.002972199818319865,-0.00013661270249798463
64,205.5669,211.23347993945936,-18.31922891753493,0.002983949818318621,-0.0001415927024979169
65,205.5809,212.05897993949475,-18.88372891751351,0.002995689818320102,-0.00014658270249867655
66,205.5759,212.88447993947193,-19.448128917487338,0.0030074398183188578,-0.00015157270249943622
67,205.5879,213.70987993950257,-20.012628917524125,0.003019179818320339,-0.00015655270249936848
68,205.5905,214.53537993947975,-20.577028917497955,0.0030309298183190947,-0.00016154270250012814
69,205.58,215.36087993945694,-21.141528917534743,0.003042669818320576,-0.0001665327025008878
70,205.5835,216.18627993948758,-21.705928917508572,0.0030544198183193316,-0.00017151270250082007
71,205.5855,217.01177993946476,-22.270428917487152,0.0030661598183208127,-0.00017650270250157973
72,205.5788,217.83727993950015,-22.83482891751919,0.0030779098183195686,-0.00018149270249523397
73,205.5892,218.66267993947258,-23.39932891749777,0.0030896498183210497,-0.00018647270249516623
74,205.6,219.48817993950797,-23.963828917534556,0.0031013998183198055,-0.0001914627024959259
